Gene_ID,ODB7_OG_ID
TC012000,EOG767FC9
TC002105,EOG767FDR
TC005028,EOG767FDS
TC007785,EOG76B9HH
TC004042,EOG76B9HJ
TC008596,EOG76B9HJ
TC008618,EOG76B9HK
TC004654,EOG76B9HM
TC008648,EOG76B9HN
TC003752,EOG76B9HT
TC014100,EOG76B9HV
TC014101,EOG76B9HV
TC011321,EOG76B9HW
TC002596,EOG76B9HZ
TC004073,EOG76B9HZ
TC007843,EOG76B9J0
TC011346,EOG76B9J1
TC005937,EOG76B9J2
TC000411,EOG76B9J4
TC002270,EOG76B9J5
TC015628,EOG76B9J6
TC009417,EOG76B9J7
TC015398,EOG76B9J7
TC011644,EOG76B9J8
TC011476,EOG76B9JF
TC000711,EOG76B9JH
TC007800,EOG76B9JJ
TC015062,EOG76B9JN
TC007020,EOG76B9JP
TC012155,EOG76B9JS
TC011815,EOG76B9JT
TC030570,EOG76B9JV
TC000372,EOG76B9JW
TC000784,EOG76B9JZ
TC015079,EOG76B9K1
TC006689,EOG76B9K2
TC003477,EOG76B9K6
TC003904,EOG76B9K7
TC013119,EOG76B9K9
TC007729,EOG76B9KK
TC007741,EOG76B9KK
TC007742,EOG76B9KK
TC007755,EOG76B9KK
TC007756,EOG76B9KK
TC008468,EOG76B9KK
TC012904,EOG76B9KK
TC030445,EOG76B9KK
TC006176,EOG76B9KN
TC012417,EOG76B9KP
TC001553,EOG76B9M1
TC008568,EOG76B9M3
TC009424,EOG76B9M3
TC003739,EOG76B9M7
TC004176,EOG76B9M7
TC006928,EOG76B9M7
TC016003,EOG76B9M7
TC009600,EOG76F5RD
TC007712,EOG76F5RF
TC014862,EOG76F5RF
TC030697,EOG76F5RG
TC014794,EOG76F5RJ
TC014792,EOG76F5RK
TC011645,EOG76F5RN
TC030708,EOG76F5RP
TC007564,EOG76F5RQ
TC013275,EOG76F5RT
TC014530,EOG76F5RT
TC013893,EOG76F5RV
TC003446,EOG76F5RX
TC014335,EOG76F5RZ
TC006229,EOG76F5S4
TC015566,EOG76F5S7
TC013682,EOG76F5S8
TC013505,EOG76F5S9
TC006180,EOG76F5SB
TC013394,EOG76F5SC
TC001226,EOG76F5SD
TC011306,EOG76F5SF
TC030062,EOG76F5SG
TC009862,EOG76F5SH
TC011042,EOG76F5SJ
TC007256,EOG76F5SM
TC005372,EOG76F5SN
TC012167,EOG76F5SP
TC007708,EOG76F5SS
TC010194,EOG76F5ST
TC005844,EOG76F5SV
TC003518,EOG76F5SX
TC013655,EOG76F5SZ
TC001227,EOG76F5T0
TC006644,EOG76F5T1
TC007932,EOG76F5T5
TC004360,EOG76F5T6
TC011266,EOG76F5T7
TC003750,EOG76F5T9
TC010291,EOG76F5T9
TC000269,EOG76F5TC
TC003214,EOG76F5TW
TC010798,EOG76J20F
TC014340,EOG76J20G
TC003004,EOG76J20J
TC003311,EOG76J20Q
TC013876,EOG76J20R
TC009145,EOG76J20S
TC011210,EOG76J20T
TC001770,EOG76J20V
TC014136,EOG76J20X
TC001697,EOG76J20Z
TC008584,EOG76J210
TC016342,EOG76J211
TC010866,EOG76J213
TC030877,EOG76J216
TC005012,EOG76J217
TC011406,EOG76J217
TC014143,EOG76J217
TC015094,EOG76J21C
TC012737,EOG76J21D
TC010543,EOG76J21J
TC001390,EOG76J21P
TC005062,EOG76J21P
TC005286,EOG76J21P
TC010625,EOG76J21P
TC000741,EOG76J21R
TC007576,EOG76J21X
TC007577,EOG76J21X
TC007954,EOG76J21Z
TC030622,EOG76J223
TC007670,EOG76J226
TC003632,EOG76J227
TC009776,EOG76J229
TC004964,EOG76J22B
TC005868,EOG76J22C
TC009713,EOG76J22K
TC004307,EOG76J245
TC002360,EOG76MX7B
TC012313,EOG76MX7C
TC010343,EOG76MX7D
TC008185,EOG76MX7F
TC010704,EOG76MX7J
TC007351,EOG76MX7K
TC011910,EOG76MX7N
TC001752,EOG76MX7P
TC001243,EOG76MX7Q
TC004533,EOG76MX7R
TC004534,EOG76MX7R
TC005640,EOG76MX7V
TC015529,EOG76MX82
TC012453,EOG76MX83
TC001620,EOG76MX88
TC008880,EOG76MX8B
TC030618,EOG76MX8F
TC002424,EOG76MX8J
TC009463,EOG76MX8M
TC005930,EOG76MX8T
TC000005,EOG76MX8V
TC000006,EOG76MX8V
TC000011,EOG76MX8V
TC001915,EOG76MX8V
TC001948,EOG76MX8V
TC002152,EOG76MX8V
TC002153,EOG76MX8V
TC002198,EOG76MX8V
TC004054,EOG76MX8V
TC004508,EOG76MX8V
TC005051,EOG76MX8V
TC005259,EOG76MX8V
TC006137,EOG76MX8V
TC006883,EOG76MX8V
TC007025,EOG76MX8V
TC008543,EOG76MX8V
TC011576,EOG76MX8V
TC012912,EOG76MX8V
TC012948,EOG76MX8V
TC012954,EOG76MX8V
TC014298,EOG76MX8Z
TC011829,EOG76MX90
TC000613,EOG76MX92
TC008762,EOG76MX9D
TC013063,EOG76MX9H
TC030184,EOG76MXCG
TC030185,EOG76MXCG
TC030186,EOG76MXCG
TC030452,EOG76MXCJ
TC005672,EOG76QSG7
TC009935,EOG76QSG8
TC002107,EOG76QSGB
TC014948,EOG76QSGD
TC014949,EOG76QSGD
TC011976,EOG76QSGG
TC002621,EOG76QSGH
TC006352,EOG76QSGM
TC004512,EOG76QSGN
TC005980,EOG76QSGR
TC004295,EOG76QSGT
TC008332,EOG76QSGT
TC013405,EOG76QSGW
TC002529,EOG76QSH0
TC008476,EOG76QSH2
TC007647,EOG76QSH5
TC016287,EOG76QSH6
TC016291,EOG76QSH7
TC013573,EOG76QSH8
TC014135,EOG76QSH8
TC001377,EOG76QSHB
TC009494,EOG76QSHD
TC007619,EOG76QSHF
TC015179,EOG76QSHH
TC009238,EOG76QSHT
TC002937,EOG76QSHX
TC003497,EOG76QSHX
TC013356,EOG76QSHZ
TC003189,EOG76QSJB
TC004368,EOG76QSJD
TC002940,EOG76QSJF
TC006190,EOG76QSJP
TC016253,EOG76QSJX
TC013714,EOG76QSK1
TC004175,EOG76QSK6
TC016102,EOG76QSK6
TC002158,EOG76QSKR
TC013418,EOG76QSKX
TC002026,EOG76QSM4
TC005029,EOG76QSM4
TC005584,EOG76TNQ7
TC011830,EOG76TNQ8
TC004557,EOG76TNQ9
TC003186,EOG76TNQB
TC003172,EOG76TNQC
TC012891,EOG76TNQD
TC005814,EOG76TNQF
TC002838,EOG76TNQG
TC000444,EOG76TNQJ
TC007846,EOG76TNQN
TC010229,EOG76TNQR
TC004710,EOG76TNQT
TC003029,EOG76TNQV
TC015272,EOG76TNQV
TC015363,EOG76TNQV
TC000271,EOG76TNQZ
TC009001,EOG76TNR1
TC005188,EOG76TNR2
TC012928,EOG76TNR3
TC003140,EOG76TNRB
TC008727,EOG76TNRD
TC030639,EOG76TNRF
TC015548,EOG76TNRH
TC030330,EOG76TNRJ
TC030337,EOG76TNRJ
TC009885,EOG76TNRR
TC001983,EOG76TNRT
TC012925,EOG76TNRV
TC002170,EOG76TNRW
TC008690,EOG76TNS0
TC006640,EOG76TNS2
TC030635,EOG76TNS3
TC002739,EOG76TNS5
TC005450,EOG76TNS6
TC001616,EOG76TNSC
TC006660,EOG76TNSR
TC011480,EOG76TNT6
TC002634,EOG76TNTZ
TC004583,EOG76XHZ4
TC008350,EOG76XHZ5
TC010347,EOG76XHZ6
TC010596,EOG76XHZ7
TC005811,EOG76XHZ9
TC006337,EOG76XHZ9
TC000593,EOG76XHZC
TC003398,EOG76XHZF
TC002568,EOG76XHZG
TC003973,EOG76XHZG
TC003573,EOG76XHZK
TC010894,EOG76XHZM
TC011356,EOG76XHZM
TC013598,EOG76XHZM
TC014622,EOG76XHZP
TC008078,EOG76XHZR
TC010528,EOG76XHZS
TC011119,EOG76XHZS
TC010122,EOG76XHZV
TC010999,EOG76XHZW
TC011000,EOG76XHZW
TC011003,EOG76XHZW
TC000986,EOG76XHZZ
TC006736,EOG76XJ01
TC002993,EOG76XJ05
TC030301,EOG76XJ0B
TC005833,EOG76XJ0F
TC014786,EOG76XJ0H
TC002620,EOG76XJ0N
TC001280,EOG76XJ0P
TC014258,EOG76XJ0Q
TC015633,EOG76XJ0R
TC007508,EOG76XJ0S
TC010449,EOG76XJ0T
TC000902,EOG76XJ0V
TC001387,EOG76XJ0V
TC003412,EOG76XJ0V
TC003665,EOG76XJ0V
TC008503,EOG76XJ0V
TC010283,EOG76XJ0V
TC010979,EOG76XJ0V
TC014529,EOG76XJ0V
TC014978,EOG76XJ0V
TC006399,EOG76XJ0W
TC006595,EOG76XJ0W
TC007428,EOG76XJ0W
TC000453,EOG76XJ1D
TC005368,EOG76XJ1D
TC011750,EOG76XJ1D
TC002394,EOG76XJ1M
TC007600,EOG76XJ1S
TC007601,EOG76XJ1S
TC006674,EOG76XJ1X
TC009679,EOG76XJ2R
TC003726,EOG76XJ34
TC001649,EOG76XJ35
TC004087,EOG76XJ35
TC004748,EOG76XJ35
TC002775,EOG771D5Z
TC012669,EOG771D60
TC005767,EOG771D61
TC011848,EOG771D62
TC009731,EOG771D63
TC010411,EOG771D64
TC013866,EOG771D67
TC016256,EOG771D68
TC007180,EOG771D6B
TC013541,EOG771D6F
TC007136,EOG771D6H
TC006332,EOG771D6J
TC008966,EOG771D6N
TC012819,EOG771D6Q
TC013668,EOG771D6S
TC001888,EOG771D6T
TC006694,EOG771D6W
TC009977,EOG771D6X
TC011207,EOG771D6Z
TC014093,EOG771D71
TC014094,EOG771D71
TC014095,EOG771D71
TC006716,EOG771D74
TC013837,EOG771D76
TC011542,EOG771D7C
TC000093,EOG771D7G
TC004722,EOG771D7M
TC000323,EOG771D7S
TC013234,EOG771D7T
TC015041,EOG771D7V
TC015042,EOG771D7V
TC015043,EOG771D7V
TC015201,EOG771D7V
TC030443,EOG771D7V
TC013149,EOG771D7X
TC002357,EOG771D81
TC000143,EOG771D82
TC015928,EOG771D86
TC008029,EOG7748F1
TC008967,EOG7748F3
TC009605,EOG7748F3
TC001549,EOG7748F4
TC001579,EOG7748F4
TC006397,EOG7748F5
TC006398,EOG7748F5
TC013502,EOG7748F9
TC013503,EOG7748F9
TC008832,EOG7748FG
TC002732,EOG7748FJ
TC004461,EOG7748FK
TC000713,EOG7748FM
TC003420,EOG7748FN
TC009820,EOG7748FP
TC015976,EOG7748FQ
TC003488,EOG7748FR
TC009075,EOG7748FS
TC014173,EOG7748FV
TC004084,EOG7748FW
TC004160,EOG7748FW
TC004863,EOG7748FW
TC004937,EOG7748FW
TC005130,EOG7748FW
TC013415,EOG7748FW
TC013416,EOG7748FW
TC000360,EOG7748FX
TC004730,EOG7748G1
TC011121,EOG7748G2
TC001745,EOG7748G6
TC007585,EOG7748GF
TC000369,EOG7748GJ
TC001177,EOG7748GJ
TC009382,EOG7748GK
TC007933,EOG7748GX
TC008221,EOG7748H3
TC006175,EOG7748J9
TC002005,EOG7774NW
TC006821,EOG7774NW
TC002437,EOG7774NZ
TC003934,EOG7774P0
TC010235,EOG7774P0
TC001200,EOG7774P1
TC009940,EOG7774P2
TC004762,EOG7774P3
TC011972,EOG7774P3
TC013030,EOG7774P3
TC013112,EOG7774P3
TC013114,EOG7774P3
TC014700,EOG7774P3
TC014701,EOG7774P3
TC003707,EOG7774P5
TC011728,EOG7774P7
TC011639,EOG7774P9
TC014809,EOG7774PB
TC007676,EOG7774PC
TC016311,EOG7774PD
TC000129,EOG7774PF
TC003827,EOG7774PF
TC005888,EOG7774PF
TC006237,EOG7774PF
TC009434,EOG7774PF
TC011040,EOG7774PF
TC014867,EOG7774PF
TC015072,EOG7774PF
TC015073,EOG7774PF
TC015074,EOG7774PF
TC015431,EOG7774PF
TC015600,EOG7774PF
TC015629,EOG7774PF
TC015631,EOG7774PF
TC015368,EOG7774PJ
TC015215,EOG7774PK
TC009318,EOG7774PQ
TC013707,EOG7774PQ
TC014084,EOG7774PQ
TC009721,EOG7774PR
TC002644,EOG7774PW
TC003270,EOG7774PX
TC006025,EOG7774Q2
TC000708,EOG7774Q5
TC005882,EOG7774Q7
TC009839,EOG7774QC
TC002428,EOG7774QF
TC000063,EOG7774QH
TC002766,EOG7774QN
TC002767,EOG7774QN
TC005908,EOG7774QN
TC006246,EOG7774QN
TC006247,EOG7774QN
TC009602,EOG7774QN
TC010904,EOG7774QN
TC010906,EOG7774QN
TC010907,EOG7774QN
TC010908,EOG7774QN
TC010909,EOG7774QN
TC010910,EOG7774QN
TC010911,EOG7774QN
TC010927,EOG7774QN
TC010929,EOG7774QN
TC010930,EOG7774QN
TC010932,EOG7774QN
TC010933,EOG7774QN
TC010934,EOG7774QN
TC010935,EOG7774QN
TC010937,EOG7774QN
TC010938,EOG7774QN
TC010939,EOG7774QN
TC010940,EOG7774QN
TC010941,EOG7774QN
TC010959,EOG7774QN
TC011824,EOG7774QN
TC011825,EOG7774QN
TC012573,EOG7774QN
TC012574,EOG7774QN
TC012575,EOG7774QN
TC013421,EOG7774QN
TC014375,EOG7774QN
TC014391,EOG7774QN
TC014930,EOG7774QN
TC015099,EOG7774QN
TC015130,EOG7774QN
TC015579,EOG7774QN
TC015580,EOG7774QN
TC015779,EOG7774QN
TC015780,EOG7774QN
TC016121,EOG7774QN
TC016372,EOG7774QN
TC030074,EOG7774QN
TC030075,EOG7774QN
TC004311,EOG7774QS
TC001595,EOG7774QT
TC001951,EOG7774QT
TC002036,EOG7774QT
TC010391,EOG7774QT
TC005501,EOG7774QW
TC030052,EOG7774QW
TC009884,EOG7774R0
TC001025,EOG7774R2
TC000033,EOG7774R6
TC002127,EOG7774R6
TC002818,EOG7774R6
TC003662,EOG7774R6
TC004479,EOG7774R6
TC014898,EOG7774RD
TC002455,EOG7774RF
TC010206,EOG7774S1
TC001459,EOG7774S4
TC003500,EOG77B0WQ
TC007410,EOG77B0WS
TC004824,EOG77B0WT
TC010546,EOG77B0WW
TC014189,EOG77B0WZ
TC000021,EOG77B0X1
TC002602,EOG77B0X2
TC005314,EOG77B0X3
TC002258,EOG77B0X4
TC002494,EOG77B0X6
TC006104,EOG77B0X7
TC008588,EOG77B0X9
TC008589,EOG77B0X9
TC008590,EOG77B0X9
TC013171,EOG77B0X9
TC010353,EOG77B0XC
TC007831,EOG77B0XD
TC004116,EOG77B0XG
TC014343,EOG77B0XH
TC011664,EOG77B0XN
TC011655,EOG77B0XP
TC003336,EOG77B0XQ
TC008122,EOG77B0XW
TC014463,EOG77B0XZ
TC006984,EOG77B0Z1
TC011965,EOG77B0Z1
TC011966,EOG77B0Z1
TC015822,EOG77B0Z2
TC002174,EOG77B0Z3
TC003634,EOG77B0Z5
TC003582,EOG77B0Z9
TC004489,EOG77B0ZB
TC010480,EOG77B0ZD
TC014289,EOG77B0ZF
TC014249,EOG77B0ZG
TC013614,EOG77B0ZH
TC000874,EOG77B0ZW
TC003738,EOG77B100
TC016096,EOG77B100
TC015765,EOG77B102
TC016175,EOG77B109
TC008639,EOG77B10C
TC016156,EOG77B10P
TC011327,EOG77B113
TC004509,EOG77B115
TC002286,EOG77B11H
TC005110,EOG77B11H
TC001515,EOG77B11S
TC002292,EOG77B11Z
TC005198,EOG77B11Z
TC005206,EOG77B11Z
TC014822,EOG77B11Z
TC005176,EOG77DW4T
TC008222,EOG77DW4V
TC003900,EOG77DW4W
TC001927,EOG77DW4Z
TC001928,EOG77DW4Z
TC001929,EOG77DW4Z
TC015124,EOG77DW50
TC006937,EOG77DW51
TC011547,EOG77DW53
TC011601,EOG77DW54
TC009294,EOG77DW56
TC014795,EOG77DW5B
TC004372,EOG77DW5C
TC011128,EOG77DW5C
TC011129,EOG77DW5C
TC014920,EOG77DW5C
TC015784,EOG77DW5C
TC012005,EOG77DW5D
TC011807,EOG77DW5G
TC003806,EOG77DW5J
TC009613,EOG77DW5M
TC010370,EOG77DW5P
TC009740,EOG77DW5S
TC005319,EOG77DW5V
TC015238,EOG77DW5W
TC007695,EOG77DW5Z
TC003080,EOG77DW60
TC014149,EOG77DW61
TC010841,EOG77DW66
TC007644,EOG77DW67
TC004726,EOG77DW6C
TC008312,EOG77DW6D
TC012091,EOG77DW6J
TC014603,EOG77DW6S
TC014604,EOG77DW6S
TC012425,EOG77DW6T
TC006306,EOG77DW6V
TC012083,EOG77DW71
TC015394,EOG77DW72
TC030690,EOG77DW74
TC002890,EOG77DW78
TC003868,EOG77DW7B
TC006830,EOG77DW7N
TC000077,EOG77DW7V
TC002043,EOG77DW8P
TC007181,EOG77HRCN
TC008407,EOG77HRCP
TC006684,EOG77HRCQ
TC006436,EOG77HRCS
TC002887,EOG77HRCW
TC004380,EOG77HRCZ
TC000244,EOG77HRD1
TC007191,EOG77HRD3
TC012874,EOG77HRD6
TC007395,EOG77HRD9
TC008023,EOG77HRDK
TC015149,EOG77HRDM
TC010970,EOG77HRDN
TC012729,EOG77HRDP
TC012730,EOG77HRDP
TC010833,EOG77HRDQ
TC006447,EOG77HRDR
TC013431,EOG77HRDS
TC009947,EOG77HRDT
TC007889,EOG77HRF6
TC002037,EOG77HRF7
TC004170,EOG77HRF7
TC006945,EOG77HRF7
TC006962,EOG77HRF7
TC008528,EOG77HRF7
TC010954,EOG77HRF7
TC010956,EOG77HRF7
TC010957,EOG77HRF7
TC010958,EOG77HRF7
TC013846,EOG77HRF7
TC007353,EOG77HRFB
TC015564,EOG77HRFM
TC007984,EOG77HRFP
TC015654,EOG77HRFW
TC002765,EOG77HRFX
TC003422,EOG77HRFX
TC003423,EOG77HRFX
TC006881,EOG77HRFX
TC011490,EOG77HRFX
TC012988,EOG77HRFX
TC016095,EOG77HRFX
TC016236,EOG77HRFX
TC013984,EOG77HRG0
TC010413,EOG77HRG8
TC016007,EOG77HRGF
TC007672,EOG77MMMK
TC012382,EOG77MMMM
TC010010,EOG77MMMP
TC006029,EOG77MMMQ
TC007300,EOG77MMMR
TC009538,EOG77MMMS
TC004395,EOG77MMMT
TC003774,EOG77MMMX
TC004581,EOG77MMMZ
TC006665,EOG77MMN0
TC000960,EOG77MMN1
TC011192,EOG77MMN1
TC004677,EOG77MMN2
TC014788,EOG77MMN3
TC010371,EOG77MMN4
TC009490,EOG77MMN5
TC004088,EOG77MMN9
TC001527,EOG77MMNC
TC000922,EOG77MMNG
TC016280,EOG77MMNH
TC015364,EOG77MMNK
TC014956,EOG77MMNM
TC003495,EOG77MMNN
TC009962,EOG77MMNQ
TC007891,EOG77MMNT
TC016420,EOG77MMNX
TC003556,EOG77MMNZ
TC008707,EOG77MMP2
TC007406,EOG77MMP5
TC012068,EOG77MMP7
TC011418,EOG77MMPB
TC003776,EOG77MMPC
TC003981,EOG77MMPC
TC005727,EOG77MMPC
TC012465,EOG77MMPD
TC009192,EOG77MMPF
TC009547,EOG77MMPH
TC000190,EOG77MMPJ
TC030572,EOG77MMPM
TC002386,EOG77MMPS
TC002914,EOG77MMQ0
TC003154,EOG77MMQ2
TC002593,EOG77MMQB
TC008146,EOG77QGVP
TC004239,EOG77QGVQ
TC011786,EOG77QGVR
TC011787,EOG77QGVR
TC006854,EOG77QGVT
TC002787,EOG77QGVW
TC005682,EOG77QGVX
TC009544,EOG77QGVZ
TC013179,EOG77QGW0
TC007993,EOG77QGW2
TC002561,EOG77QGW3
TC014452,EOG77QGW5
TC001766,EOG77QGW7
TC010337,EOG77QGW7
TC009876,EOG77QGW8
TC009170,EOG77QGW9
TC015226,EOG77QGWH
TC015191,EOG77QGWJ
TC004515,EOG77QGWM
TC003570,EOG77QGWP
TC013630,EOG77QGWQ
TC007560,EOG77QGWR
TC013313,EOG77QGWZ
TC030323,EOG77QGX4
TC030453,EOG77QGX4
TC014752,EOG77QGX7
TC008708,EOG77QGXF
TC001374,EOG77QGXN
TC011257,EOG77QGXN
TC014377,EOG77QGXP
TC006052,EOG77QGXV
TC006053,EOG77QGXV
TC003344,EOG77QGZ2
TC003988,EOG77QGZ8
TC011509,EOG77QGZB
TC011986,EOG77TC3C
TC004396,EOG77TC3D
TC003537,EOG77TC3F
TC013993,EOG77TC3G
TC001740,EOG77TC3K
TC030756,EOG77TC3M
TC005874,EOG77TC3P
TC008348,EOG77TC3P
TC015700,EOG77TC3P
TC015712,EOG77TC3P
TC015713,EOG77TC3P
TC015714,EOG77TC3P
TC015715,EOG77TC3P
TC015717,EOG77TC3P
TC015718,EOG77TC3P
TC015719,EOG77TC3P
TC015721,EOG77TC3P
TC015724,EOG77TC3P
TC015725,EOG77TC3P
TC010581,EOG77TC3Q
TC012205,EOG77TC3R
TC016030,EOG77TC3R
TC004241,EOG77TC3T
TC006507,EOG77TC3Z
TC015081,EOG77TC41
TC011082,EOG77TC43
TC013060,EOG77TC44
TC002972,EOG77TC46
TC009261,EOG77TC47
TC030161,EOG77TC48
TC015766,EOG77TC4C
TC002806,EOG77TC4F
TC004799,EOG77TC4F
TC013905,EOG77TC4F
TC010917,EOG77TC4J
TC001925,EOG77TC4K
TC004387,EOG77TC4R
TC015384,EOG77TC4R
TC011247,EOG77TC50
TC011248,EOG77TC50
TC003541,EOG77TC55
TC005338,EOG77TC55
TC005527,EOG77TC55
TC006593,EOG77TC55
TC006793,EOG77TC55
TC010105,EOG77TC55
TC000859,EOG77TC5B
TC030048,EOG77TC60
TC015760,EOG77X7BB
TC010200,EOG77X7BD
TC001607,EOG77X7BF
TC008910,EOG77X7BG
TC002462,EOG77X7BM
TC006693,EOG77X7BP
TC009640,EOG77X7BS
TC012112,EOG77X7BV
TC012113,EOG77X7BV
TC001615,EOG77X7BZ
TC008828,EOG77X7C0
TC012029,EOG77X7C1
TC012030,EOG77X7C1
TC002943,EOG77X7C2
TC012736,EOG77X7C4
TC012706,EOG77X7C5
TC006457,EOG77X7CC
TC016368,EOG77X7CD
TC013082,EOG77X7CG
TC012364,EOG77X7CH
TC001126,EOG77X7CN
TC013559,EOG77X7CQ
TC008936,EOG77X7CR
TC001386,EOG77X7CS
TC001391,EOG77X7CS
TC001824,EOG77X7CS
TC001990,EOG77X7CS
TC003635,EOG77X7CS
TC004091,EOG77X7CS
TC005025,EOG77X7CS
TC010212,EOG77X7CS
TC012946,EOG77X7CS
TC016332,EOG77X7CS
TC005068,EOG77X7CZ
TC015194,EOG77X7D0
TC015517,EOG77X7D0
TC015531,EOG77X7D0
TC015843,EOG77X7D0
TC016086,EOG77X7D0
TC004827,EOG77X7D2
TC012585,EOG77X7D3
TC003099,EOG77X7D6
TC011020,EOG77X7DD
TC005192,EOG77X7DK
TC002737,EOG77X7DW
TC003719,EOG77X7F0
TC002206,EOG77X7FW
TC000478,EOG7813KG
TC002449,EOG7813KH
TC001725,EOG7813KJ
TC005400,EOG7813KM
TC008007,EOG7813KN
TC000394,EOG7813KQ
TC001018,EOG7813KQ
TC004383,EOG7813KQ
TC004838,EOG7813KQ
TC012852,EOG7813KQ
TC003923,EOG7813KT
TC003924,EOG7813KT
TC010266,EOG7813KV
TC002506,EOG7813KX
TC009131,EOG7813M0
TC006662,EOG7813M2
TC014856,EOG7813M4
TC001783,EOG7813M5
TC013080,EOG7813M6
TC016219,EOG7813M9
TC007152,EOG7813MF
TC014293,EOG7813MG
TC010148,EOG7813MJ
TC013430,EOG7813MK
TC007206,EOG7813MN
TC030558,EOG7813N1
TC007970,EOG7813N4
TC003758,EOG7813ND
TC001666,EOG7813P3
TC007849,EOG783ZT7
TC030754,EOG783ZT8
TC004952,EOG783ZT9
TC030726,EOG783ZTB
TC011222,EOG783ZTC
TC003796,EOG783ZTD
TC003227,EOG783ZTF
TC004523,EOG783ZTH
TC004535,EOG783ZTH
TC030066,EOG783ZTH
TC030068,EOG783ZTH
TC007868,EOG783ZTJ
TC007101,EOG783ZTK
TC002656,EOG783ZTP
TC007765,EOG783ZTQ
TC006629,EOG783ZTR
TC004888,EOG783ZTT
TC030576,EOG783ZTV
TC004884,EOG783ZTW
TC010495,EOG783ZTZ
TC005009,EOG783ZV0
TC007042,EOG783ZV1
TC013370,EOG783ZV3
TC014791,EOG783ZV3
TC012857,EOG783ZV8
TC008742,EOG783ZV9
TC002536,EOG783ZVC
TC012793,EOG783ZVK
TC008248,EOG783ZVM
TC009857,EOG783ZVN
TC010144,EOG783ZVZ
TC013133,EOG783ZW1
TC014234,EOG783ZW2
TC007424,EOG783ZW7
TC006727,EOG786V25
TC012162,EOG786V28
TC007163,EOG786V2C
TC006380,EOG786V2F
TC009066,EOG786V2G
TC005717,EOG786V2M
TC005506,EOG786V2P
TC003342,EOG786V2R
TC011637,EOG786V2W
TC014265,EOG786V2X
TC003935,EOG786V2Z
TC001381,EOG786V34
TC010758,EOG786V36
TC011951,EOG786V36
TC005583,EOG786V37
TC003574,EOG786V3B
TC006133,EOG786V3C
TC015513,EOG786V3C
TC007346,EOG786V3F
TC013393,EOG786V3G
TC007255,EOG786V3M
TC013044,EOG786V3N
TC003335,EOG786V3S
TC006223,EOG786V3W
TC013470,EOG786V3X
TC007631,EOG786V40
TC003356,EOG786V42
TC014337,EOG786V43
TC002098,EOG786V45
TC012953,EOG786V62
TC006046,EOG789Q96
TC002191,EOG789Q97
TC012639,EOG789Q98
TC011127,EOG789Q99
TC001408,EOG789Q9C
TC001851,EOG789Q9C
TC012222,EOG789Q9C
TC015882,EOG789Q9D
TC011024,EOG789Q9G
TC011310,EOG789Q9H
TC014621,EOG789Q9J
TC007143,EOG789Q9K
TC006628,EOG789Q9M
TC004122,EOG789Q9Q
TC011667,EOG789Q9S
TC011351,EOG789Q9T
TC012869,EOG789Q9V
TC013608,EOG789Q9W
TC005966,EOG789Q9X
TC014927,EOG789Q9Z
TC006374,EOG789QB0
TC007925,EOG789QB1
TC014200,EOG789QB7
TC010563,EOG789QBB
TC003024,EOG789QBC
TC006386,EOG789QBD
TC003877,EOG789QBF
TC007882,EOG789QBG
TC000612,EOG789QBN
TC012731,EOG789QBQ
TC008551,EOG789QBR
TC009572,EOG789QBV
TC009573,EOG789QBV
TC007534,EOG789QBW
TC006803,EOG789QC0
TC006804,EOG789QC0
TC014000,EOG789QC6
TC001654,EOG789QC7
TC006238,EOG789QC8
TC005810,EOG789QC9
TC001303,EOG789QCM
TC002186,EOG789QCT
TC008583,EOG789QCT
TC012671,EOG78DKJ2
TC001060,EOG78DKJ3
TC010445,EOG78DKJ4
TC004694,EOG78DKJ5
TC014048,EOG78DKJ5
TC002742,EOG78DKJ6
TC007149,EOG78DKJ9
TC012374,EOG78DKJB
TC009819,EOG78DKJD
TC011051,EOG78DKJG
TC006260,EOG78DKJH
TC005538,EOG78DKJJ
TC002988,EOG78DKJK
TC002989,EOG78DKJK
TC004944,EOG78DKJP
TC015749,EOG78DKJS
TC011697,EOG78DKJV
TC011816,EOG78DKJW
TC000610,EOG78DKJX
TC003370,EOG78DKJZ
TC012687,EOG78DKJZ
TC015211,EOG78DKK0
TC015802,EOG78DKK2
TC006315,EOG78DKK5
TC006316,EOG78DKK5
TC009187,EOG78DKK9
TC003208,EOG78DKKD
TC010896,EOG78DKKS
TC015671,EOG78DKKT
TC009438,EOG78DKKV
TC005890,EOG78DKM0
TC003008,EOG78DKM2
TC008757,EOG78DKMB
TC006508,EOG78DKP7
TC013221,EOG78HFS0
TC013226,EOG78HFS0
TC013227,EOG78HFS0
TC011398,EOG78HFS1
TC014011,EOG78HFS2
TC014012,EOG78HFS2
TC008488,EOG78HFS3
TC001601,EOG78HFS4
TC011114,EOG78HFS5
TC010693,EOG78HFS6
TC007120,EOG78HFS7
TC012783,EOG78HFS9
TC012778,EOG78HFSB
TC008161,EOG78HFSG
TC008163,EOG78HFSG
TC030760,EOG78HFSH
TC002983,EOG78HFSK
TC007723,EOG78HFSM
TC013019,EOG78HFSP
TC014364,EOG78HFSP
TC002990,EOG78HFSS
TC010525,EOG78HFST
TC015634,EOG78HFSV
TC013245,EOG78HFSW
TC002931,EOG78HFSX
TC003865,EOG78HFSX
